,LotFrontage,LotArea,OverallQual,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,YearBuilt_age,YearRemodAdd_age,GarageYrBlt_age,MSZoning_indexed,Street_indexed,Alley_indexed,LotShape_indexed,LandContour_indexed,Utilities_indexed,LotConfig_indexed,LandSlope_indexed,Neighborhood_indexed,Condition1_indexed,Condition2_indexed,BldgType_indexed,HouseStyle_indexed,RoofStyle_indexed,RoofMatl_indexed,Exterior1st_indexed,Exterior2nd_indexed,MasVnrType_indexed,ExterQual_indexed,ExterCond_indexed,Foundation_indexed,BsmtQual_indexed,BsmtCond_indexed,BsmtExposure_indexed,BsmtFinType1_indexed,BsmtFinType2_indexed,Heating_indexed,HeatingQC_indexed,CentralAir_indexed,Electrical_indexed,KitchenQual_indexed,Functional_indexed,FireplaceQu_indexed,GarageType_indexed,GarageFinish_indexed,GarageQual_indexed,GarageCond_indexed,PavedDrive_indexed,PoolQC_indexed,Fence_indexed,MiscFeature_indexed,SaleType_indexed,SaleCondition_indexed
343,63.0,-0.1612808646914915,2.097804968593652,2.824693463394898,-0.9464123592057531,2.475834982689256,1.4903837376102078,1.3985580391206267,-0.7876093709965161,0.3433570046314721,-0.8114017181374757,0.7978503769757667,-0.7635113006026525,-1.050310815898696,-0.2066682950843949,-0.30649529023571753,0.6116166399900289,2,564,3.2318625850741025,0.39510509013912404,18,18,18.0,3,1,1,0,3,0,4,0,16,2,2,4,2,3,0,7,7,1,0,4,2,0,4,4,2,6,0,0,1,4,0,6,0,1,2,5,5,2,3,4,1,8,4
344,36.0,-0.763641174392217,-0.7989720596042181,-0.5641975923377324,-0.7162661203325247,-0.8850959778455283,-1.2257690714074536,-1.6567332060400348,0.5354828557713446,-0.770216396605846,-0.8114017181374757,-1.012048045749441,1.2349517502471177,0.1752140378700325,-0.2066682950843949,-1.5492571917067903,-0.9471391287294983,1,336,0.705428452599075,-0.7054199286333475,47,47,47.0,4,1,1,3,3,0,4,0,10,2,2,4,5,1,0,4,4,3,3,4,1,2,4,4,5,1,0,4,1,4,3,6,3,1,3,5,5,2,3,4,1,8,4
345,65.0,-0.39367622790350226,-0.07477780255475064,-0.5641975923377324,-1.0102152769131827,0.9235886781613747,-0.1941988408049271,-0.4963612697246616,0.6020968741329209,0.13504869356085492,-0.8114017181374757,-1.012048045749441,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,0.6116166399900289,1,312,-0.763616314526979,-0.7054199286333475,84,73,84.0,3,1,1,3,3,0,4,0,3,6,2,0,0,1,0,7,7,3,3,4,0,4,4,4,6,6,0,2,1,4,1,6,2,5,3,5,5,2,3,4,1,8,4
346,-1.0,0.21638566798486236,-0.07477780255475064,-0.5641975923377324,0.12456518802610181,-0.23832668429224427,-0.22732265554904493,-0.5336209190558892,-0.7876093709965161,-1.0700246200158932,-0.8114017181374757,-1.012048045749441,-0.7635113006026525,-1.050310815898696,-0.2066682950843949,-0.9278762409712539,-0.9471391287294983,1,301,-0.763616314526979,-0.7054199286333475,63,25,63.0,3,1,1,0,3,0,1,0,12,2,2,0,2,3,0,7,7,3,3,2,1,4,4,2,1,6,0,4,1,4,3,6,3,1,2,5,5,2,3,4,0,8,4
347,-1.0,0.6811763944088839,-0.07477780255475064,-0.39915419676633807,1.8837027762452336,-0.8102069017498849,1.0029904635181883,0.8503089132468495,-0.7876093709965161,-0.05768516434560398,1.116060099098528,0.7978503769757667,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,2.1703724087095564,2,498,-0.763616314526979,-0.09401714042641889,63,63,63.0,3,1,1,0,3,0,4,0,12,2,2,0,2,1,0,12,13,1,3,4,1,4,4,4,1,6,0,0,1,0,3,6,2,1,3,5,5,2,3,4,1,8,4
348,36.0,-0.7775040295299674,0.6494164544947169,0.01895573868119429,0.29546586045671697,-0.8487861227688527,-0.6863240884318205,-1.049933202645757,1.1924348989234421,0.2304422191913245,1.116060099098528,0.7978503769757667,1.2349517502471177,-1.050310815898696,-0.2066682950843949,-0.30649529023571753,-0.9471391287294983,2,474,-0.763616314526979,-0.2927230465936707,20,19,20.0,3,1,1,3,3,0,4,0,16,2,2,3,5,1,0,11,14,4,2,4,2,2,4,4,2,6,0,0,1,4,2,6,3,3,2,5,5,2,3,4,1,8,4
349,56.0,0.9537162756239635,2.097804968593652,4.2220608792327035,2.202717364782382,-0.28825273502267323,1.8784055674698736,1.8350282170007213,1.2337815310099376,2.37582314255413,1.116060099098528,0.7978503769757667,1.2349517502471177,1.4007388916387609,-0.2066682950843949,2.179028512706428,2.1703724087095564,3,706,-0.763616314526979,-0.7054199286333475,18,17,17.0,3,1,1,1,3,0,4,0,16,2,2,0,5,3,0,4,4,1,0,4,2,0,4,4,2,6,0,0,1,4,0,6,0,1,0,5,5,2,3,4,1,6,5
350,68.0,-0.26034251702999983,2.097804968593652,1.4273260475570928,-1.0102152769131827,2.9592099283974997,1.9280912895860505,1.8909176909975627,-0.7876093709965161,0.7035162340526327,-0.8114017181374757,0.7978503769757667,-0.7635113006026525,-1.050310815898696,-0.2066682950843949,-0.30649529023571753,0.6116166399900289,2,617,0.9314353398492372,0.11997383544600614,16,16,16.0,3,1,1,0,3,0,4,0,16,2,2,4,2,3,0,7,7,1,0,4,2,0,4,4,6,6,0,0,1,4,0,6,2,1,2,5,5,2,3,4,1,6,5
351,-1.0,-0.5057343069336516,0.6494164544947169,-0.5641975923377324,1.4553117573524916,-0.44030025315625226,0.9438407943322638,0.7837738251553718,-0.7876093709965161,-0.10635533048359866,1.116060099098528,-1.012048045749441,1.2349517502471177,-1.050310815898696,-0.2066682950843949,-0.30649529023571753,0.6116166399900289,2,445,-0.763616314526979,0.5173856477805098,37,37,37.0,3,1,1,0,2,0,4,1,4,2,2,0,2,1,0,12,13,3,3,4,2,2,4,1,2,6,0,2,1,4,2,6,5,1,2,5,5,2,3,4,1,8,0
352,60.0,-0.13865745526530154,-0.7989720596042181,-0.5641975923377324,-0.4724478276648471,-1.2822350177466677,-1.0364901300124945,-1.443820924147306,0.34942301138211423,-0.7721632032513658,-0.8114017181374757,-1.012048045749441,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.9278762409712539,-0.9471391287294983,1,200,-0.37617593638384383,-0.7054199286333475,82,73,82.0,3,1,1,3,3,0,4,0,7,0,2,0,0,1,0,11,12,3,3,4,1,4,0,2,3,5,0,4,0,4,3,6,3,5,3,5,1,2,3,4,1,5,4
353,60.0,-0.19295363788815742,-0.07477780255475064,-0.5641975923377324,-1.0102152769131827,0.13384933024368056,-1.0175622358729985,-1.167034957686758,-0.7876093709965161,-1.5333646016496025,-0.8114017181374757,-1.012048045749441,-0.7635113006026525,-1.050310815898696,-0.2066682950843949,-0.9278762409712539,-0.9471391287294983,2,484,0.09198118720577779,-0.7054199286333475,95,20,18.0,4,1,1,3,3,0,4,0,17,2,2,0,2,1,0,11,12,3,3,2,0,4,4,4,6,6,0,2,1,4,3,6,3,5,3,5,5,2,3,4,1,8,4
354,60.0,-0.2045060171696161,-0.07477780255475064,-0.5641975923377324,-0.12608913153880041,-0.029545017601359615,-0.2699104173629107,0.08914750548034325,0.13809578071780312,0.1700912131802111,-0.8114017181374757,-1.012048045749441,-0.7635113006026525,-1.050310815898696,-0.2066682950843949,-0.30649529023571753,2.1703724087095564,1,240,-0.763616314526979,-0.7054199286333475,83,23,83.0,3,1,1,3,0,0,4,0,18,2,2,0,0,1,0,12,7,3,3,4,1,4,4,4,3,6,0,0,1,4,3,6,2,1,3,5,5,2,3,4,1,8,4
355,105.0,0.06976672093768242,-0.07477780255475064,-0.5641975923377324,-0.24913761568884332,-0.5514991843285713,0.345246142170706,0.11043873366961615,-0.7876093709965161,-0.5988974118001048,1.116060099098528,0.7978503769757667,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,-0.9471391287294983,2,521,-0.763616314526979,-0.3080081162988439,28,28,28.0,3,1,1,1,3,0,4,0,5,2,2,0,2,1,0,11,12,3,2,2,2,2,1,4,0,1,0,0,1,4,2,6,3,1,2,5,5,2,3,4,1,8,4
356,-1.0,-0.12286920358064132,-0.07477780255475064,0.01895573868119429,0.26584307723541034,0.07484581574408272,0.2458746979383525,0.022612417388865432,-0.7876093709965161,-0.6631420311022577,1.116060099098528,0.7978503769757667,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,-0.9471391287294983,2,400,0.20498463083085885,-0.3080081162988439,31,31,31.0,3,1,1,0,3,0,4,0,8,2,2,0,2,1,0,5,5,1,3,4,2,2,4,4,2,6,0,2,1,4,2,6,3,1,2,5,5,2,3,4,1,8,4
357,44.0,-0.6065288161643787,-0.7989720596042181,-0.5641975923377324,0.9813472258115857,-0.6740449452123514,0.2080189096593607,-0.043922670702612396,-0.7876093709965161,-0.7118121972402524,1.116060099098528,-1.012048045749441,1.2349517502471177,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,0.6116166399900289,2,528,3.562801241404697,0.6702363448322419,47,47,47.0,4,1,1,3,3,0,4,0,10,2,2,4,2,1,0,4,4,3,3,4,2,2,4,4,0,6,0,4,1,4,3,6,4,1,0,5,5,2,3,2,1,8,4
358,92.0,-0.3460226633674851,-0.7989720596042181,0.09597598994784498,-0.32661258719072217,-0.2201717567539065,0.018739968264401743,0.5149720692658013,-0.7876093709965161,-0.30298280168109715,-0.8114017181374757,-1.012048045749441,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,-0.9471391287294983,1,288,0.592425008973994,-0.7054199286333475,65,65,65.0,3,1,1,0,3,0,4,0,4,2,2,0,7,3,0,12,6,1,3,4,1,4,4,0,1,5,0,0,1,1,2,3,3,3,3,5,5,2,3,4,1,8,0
359,78.0,0.14312432937494513,1.3736107115441842,2.351569062756901,1.1681986276690581,-0.9872174452486784,0.07552365068288944,-0.19296126802752273,1.1373060561414479,0.810590599556221,1.116060099098528,0.7978503769757667,1.2349517502471177,0.1752140378700325,-0.2066682950843949,0.31488566049981886,0.6116166399900289,2,592,0.9152919907599399,0.44096029925464364,25,25,25.0,3,1,1,0,3,0,1,0,15,2,2,0,5,1,0,11,12,1,2,4,2,2,4,0,2,6,0,0,1,4,2,6,5,1,2,5,5,2,3,4,1,8,4
360,-1.0,-0.28729806868673674,-0.07477780255475064,-0.5641975923377324,0.7512009869383574,-1.0212579343830617,-0.392941729269634,-0.6560454811442084,-0.7876093709965161,-1.1595777257098034,1.116060099098528,-1.012048045749441,-0.7635113006026525,-1.050310815898696,-0.2066682950843949,-0.9278762409712539,0.6116166399900289,2,470,-0.763616314526979,-0.7054199286333475,45,45,45.0,3,1,1,0,3,0,1,0,11,2,2,0,6,1,0,11,12,3,3,4,1,2,4,0,2,6,0,0,1,4,3,6,5,1,2,5,5,2,3,2,1,8,4
361,-1.0,-0.1328812656245722,-0.7989720596042181,-0.5641975923377324,-0.1010236995823102,-0.18386190167723088,-0.40477166310681895,-0.4537788133461158,0.39995778393227555,-0.005121384916569734,1.116060099098528,-1.012048045749441,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,0.9362666112353553,-0.9471391287294983,1,240,-0.763616314526979,-0.7054199286333475,83,41,83.0,3,1,2,3,3,0,4,0,3,2,2,0,0,1,0,7,7,3,3,4,1,4,4,4,5,6,0,2,1,4,3,6,3,5,3,5,5,0,3,4,1,8,4
362,64.0,-0.31030655742230867,0.6494164544947169,2.186525667185507,-1.0102152769131827,-1.2822350177466677,-2.493937978753679,-1.7658507505100585,2.490259739416222,0.8066969862651814,-0.8114017181374757,2.6077487997009743,-0.7635113006026525,1.4007388916387609,-0.2066682950843949,0.31488566049981886,0.6116166399900289,2,672,-0.763616314526979,-0.7054199286333475,20,20,20.0,3,1,1,3,3,0,0,0,7,2,2,0,6,1,0,5,5,1,2,4,3,3,2,3,4,4,0,0,1,4,2,6,0,3,2,5,5,2,3,4,1,3,4
363,21.0,-0.8514392569313031,-0.07477780255475064,2.2415401323759716,-0.641069824463054,-0.5537685502708635,-1.3511663700816139,-1.7977875927939677,0.370096327425362,-1.0135672272958194,-0.8114017181374757,-1.012048045749441,1.2349517502471177,-1.050310815898696,-0.2066682950843949,-0.9278762409712539,-0.9471391287294983,1,264,1.2543023216351832,-0.7054199286333475,51,16,51.0,4,1,1,3,3,0,4,0,2,2,2,3,5,1,0,5,5,1,3,4,1,4,4,4,0,6,0,2,1,4,2,6,3,5,3,5,5,2,3,4,1,8,4
364,-1.0,0.7967001872234708,-0.07477780255475064,0.09597598994784498,0.612201773361457,-1.0916082785941208,-0.6106125118738368,-0.9807367110306201,1.013266159881961,0.12920827362429557,1.116060099098528,0.7978503769757667,1.2349517502471177,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,0.6116166399900289,2,566,1.7063160961355075,0.9912228086408794,47,47,47.0,3,1,1,0,3,0,2,0,14,2,2,0,5,1,0,5,5,1,3,4,2,2,4,2,2,6,0,4,1,4,3,6,5,1,0,5,5,2,3,4,1,8,4
365,59.0,0.015951887451553994,-0.7989720596042181,-0.5641975923377324,0.02886081146495732,-0.792051974211547,-0.9039948710360233,-1.2947823268223955,0.7559982268993214,-0.31855725484525543,-0.8114017181374757,-1.012048045749441,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,-0.9471391287294983,1,468,-0.763616314526979,1.2510689936288242,103,26,59.0,4,1,1,3,3,0,4,0,9,2,2,0,5,3,0,11,12,3,3,2,1,4,0,4,5,6,0,2,1,0,3,6,3,5,3,5,1,2,3,4,1,8,4
366,-1.0,-0.09860920708957807,-0.07477780255475064,0.7946596978667477,0.3774981832234122,0.49921724695272873,0.8042475750534814,0.626751017259484,-0.7876093709965161,-0.2212169225692661,1.116060099098528,-1.012048045749441,1.2349517502471177,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,2.1703724087095564,2,514,-0.763616314526979,0.4562453689598169,60,60,60.0,3,1,1,0,3,0,4,0,12,2,2,0,2,1,0,8,9,1,3,4,1,2,4,4,1,6,0,2,1,4,3,6,2,1,2,5,5,2,3,4,1,8,4
367,101.0,-0.13230364666049926,-0.07477780255475064,1.1137435959714435,-0.16482661728973985,0.36986338824207193,0.10628147865957027,0.7252229476348713,-0.7876093709965161,-0.14918507668503397,-0.8114017181374757,-1.012048045749441,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,0.6116166399900289,1,296,-0.24702914366946546,0.9759377389357062,61,61,61.0,3,1,1,0,3,0,0,0,12,2,2,0,7,1,3,8,9,1,3,4,1,2,4,1,2,6,0,2,1,4,3,6,2,2,2,5,5,2,3,4,1,8,4
368,78.0,-0.2622679135769096,-0.7989720596042181,0.5360917114715632,0.22026956458724628,0.36986338824207193,0.5061332423564211,0.29141417327843583,-0.7876093709965161,-0.46651455990475926,-0.8114017181374757,-1.012048045749441,-0.7635113006026525,-1.050310815898696,-0.2066682950843949,0.31488566049981886,0.6116166399900289,1,244,-0.763616314526979,0.7925169024736276,69,69,69.0,3,1,1,3,3,0,4,0,12,2,2,0,2,1,0,5,5,1,3,4,2,4,4,4,3,6,0,2,1,4,3,6,2,1,0,5,5,2,3,4,1,8,4
369,-1.0,-0.06684016406556666,-0.7989720596042181,-0.5641975923377324,-0.8461506313797922,0.38121021795353305,0.02110595503183873,0.341980840227959,-0.7876093709965161,-0.42952523363988326,1.116060099098528,-1.012048045749441,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,0.31488566049981886,0.6116166399900289,2,576,2.1744732197251295,-0.44557374364540286,64,17,26.0,3,1,1,0,3,0,0,0,12,2,2,0,2,1,0,12,13,3,3,2,1,4,4,4,0,5,0,0,1,4,2,6,2,5,0,5,5,2,3,4,1,8,4
370,-1.0,-0.23136529899900757,-0.07477780255475064,-0.5641975923377324,-1.0102152769131827,0.8804707252578224,-0.23915258938622985,-0.5469279366741847,0.845582596420062,0.3044208717210764,-0.8114017181374757,0.7978503769757667,1.2349517502471177,0.1752140378700325,-0.2066682950843949,0.31488566049981886,0.6116166399900289,2,460,0.04355113993788589,-0.09401714042641889,23,23,23.0,3,1,1,0,3,0,4,0,8,2,2,0,5,1,0,11,12,3,3,4,2,2,4,4,6,6,0,0,1,4,3,6,5,1,2,5,5,2,3,4,1,8,4
371,80.0,0.6349668772830491,-1.5231663166536855,-0.5641975923377324,-1.0102152769131827,-1.2822350177466677,-2.493937978753679,-0.10247354822311287,0.28740306325237075,0.15646356666157257,-0.8114017181374757,0.7978503769757667,-0.7635113006026525,1.4007388916387609,-0.2066682950843949,0.31488566049981886,0.6116166399900289,2,680,-0.763616314526979,0.1963991839718722,64,64,32.0,3,1,1,3,3,0,4,0,4,1,2,0,0,1,0,13,9,3,3,4,1,3,2,3,4,4,0,4,1,4,3,3,2,5,0,5,5,0,3,4,1,8,4
372,50.0,-0.3224365556678403,-0.07477780255475064,-0.5641975923377324,0.40939964207712704,-1.2822350177466677,-0.7336438237805601,-1.0818700449296665,-0.7876093709965161,-1.4710667889929694,1.116060099098528,-1.012048045749441,-0.7635113006026525,-1.050310815898696,-0.2066682950843949,-1.5492571917067903,-0.9471391287294983,1,264,2.0856847997339942,-0.7054199286333475,39,39,39.0,3,1,1,3,3,0,4,0,20,2,2,4,2,1,0,8,9,3,3,4,1,2,4,4,0,3,0,4,1,4,3,6,3,1,3,5,5,2,3,2,1,8,4
373,79.0,0.010560777120206604,-0.7989720596042181,-0.5641975923377324,-0.034942106242472334,-1.2822350177466677,-1.0554180241519904,0.4271457529850506,-0.7876093709965161,-0.3672274209832501,1.116060099098528,-1.012048045749441,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.9278762409712539,-0.9471391287294983,1,270,-0.23088579458016817,-0.7054199286333475,70,70,70.0,3,1,1,3,3,0,4,0,12,2,2,0,2,1,0,7,7,3,3,4,2,4,4,4,1,3,0,4,1,4,3,3,3,1,3,5,5,2,3,1,1,8,4
374,65.0,-0.22375998263871394,0.6494164544947169,-0.5641975923377324,-1.0102152769131827,0.6399179353748466,-0.4899471867345505,-0.8290367101820507,1.6954855893091392,0.8183778261383001,-0.8114017181374757,0.7978503769757667,1.2349517502471177,1.4007388916387609,-0.2066682950843949,0.9362666112353553,0.6116166399900289,2,434,0.04355113993788589,0.028263417214966835,20,19,20.0,3,1,1,3,3,0,4,0,5,2,2,0,5,1,0,11,12,3,2,4,2,2,4,4,6,6,0,0,1,4,2,6,2,3,0,5,5,2,3,4,1,8,4
375,-1.0,-0.048548896869923724,-3.695749087802088,-0.5641975923377324,-0.21267880557031207,-0.5265361589633568,-0.8779690165942164,-0.6773367093334812,-0.7876093709965161,-1.1751521788739616,1.116060099098528,-2.821946468474649,1.2349517502471177,-2.2758356696674245,-0.2066682950843949,-1.5492571917067903,-0.9471391287294983,0,0,-0.763616314526979,-0.7054199286333475,101,73,2024.0,3,1,1,0,2,0,4,2,7,2,2,0,2,1,0,12,13,3,1,1,0,1,3,1,1,6,0,2,0,0,1,0,3,6,1,3,3,2,3,4,1,8,4
376,57.0,-0.16156967417352797,-0.7989720596042181,-0.5641975923377324,-0.3311699384555386,0.01584230124448488,-0.4355294910834998,-0.6507226740968901,-0.7876093709965161,-1.1556841124187638,-0.8114017181374757,-1.012048045749441,-0.7635113006026525,-1.050310815898696,-0.2066682950843949,-0.9278762409712539,-0.9471391287294983,2,576,-0.763616314526979,-0.7054199286333475,27,27,25.0,3,1,1,0,3,0,1,0,5,2,2,0,6,1,0,11,12,3,2,4,2,2,4,0,2,6,0,0,1,4,3,6,3,5,3,5,5,2,3,4,1,8,4
377,102.0,0.059562119239060574,1.3736107115441842,-0.5641975923377324,-1.0102152769131827,2.3033631710750475,1.2443211137967611,1.121772072660079,1.2475637417054362,1.8657598014279455,-0.8114017181374757,2.6077487997009743,-0.7635113006026525,1.4007388916387609,-0.2066682950843949,0.9362666112353553,0.6116166399900289,2,610,0.5197799380721562,2.5655849882737205,19,18,19.0,1,1,1,0,3,0,0,0,21,2,2,0,5,1,0,4,4,3,2,4,2,2,4,4,6,6,0,0,1,4,2,6,2,1,2,5,5,2,3,4,1,8,4
378,88.0,0.08372584590277835,2.097804968593652,1.361308689328535,2.282471011916669,-0.3495256154645633,1.8973334616093696,1.8563194451899943,-0.7876093709965161,0.6782077476608754,1.116060099098528,-1.012048045749441,1.2349517502471177,-2.2758356696674245,-0.2066682950843949,0.9362666112353553,0.6116166399900289,3,834,0.14848290901831832,-0.7054199286333475,13,13,13.0,3,1,1,3,3,0,0,0,22,2,2,0,2,3,0,11,12,4,2,4,2,0,4,0,2,6,0,0,1,4,0,6,0,1,0,5,5,2,3,4,1,6,5
379,60.0,-0.2311727593443166,-0.07477780255475064,-0.47617444803298875,-1.0102152769131827,0.9462823375842969,-0.17053897313055724,-0.40321214639659264,1.0339394759252087,0.5691865755117674,-0.8114017181374757,0.7978503769757667,1.2349517502471177,0.1752140378700325,-0.2066682950843949,0.31488566049981886,0.6116166399900289,2,463,0.04355113993788589,0.25753946279256507,23,23,23.0,3,1,1,0,3,0,4,0,8,6,2,0,5,1,0,11,12,1,3,4,2,2,4,4,6,6,0,0,1,4,3,6,5,1,0,5,5,2,3,4,1,8,4
380,50.0,-0.5318234301442791,-0.7989720596042181,-0.5641975923377324,-0.5134639890481948,0.5514126636254499,-0.06643555536332979,-0.3526454794470695,0.7399189810879064,0.35698465115011063,-0.8114017181374757,0.7978503769757667,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,0.6116166399900289,1,308,-0.763616314526979,-0.7054199286333475,99,73,99.0,3,1,2,3,3,0,4,0,18,2,2,0,0,1,0,3,13,3,3,4,0,4,4,4,3,6,0,4,1,4,2,6,2,5,3,5,5,2,3,4,1,8,4
381,60.0,-0.32002980998420305,0.6494164544947169,-0.5641975923377324,-1.0102152769131827,1.6520551456371788,0.5652829115423458,0.37924048955918654,-0.7876093709965161,-0.4022699406026063,1.116060099098528,0.7978503769757667,-0.7635113006026525,-1.050310815898696,-0.2066682950843949,-0.9278762409712539,0.6116166399900289,2,572,0.9798653871171291,1.1440735056926117,17,17,17.0,1,1,2,3,3,0,4,0,21,2,2,0,2,1,0,11,12,3,2,4,2,2,1,4,6,6,0,0,1,4,2,6,2,1,2,5,5,2,3,4,1,6,5
382,79.0,-0.12315801306267779,0.6494164544947169,-0.5641975923377324,-1.0102152769131827,0.8486996020657314,-0.2722764041303477,-0.5841875860054123,1.1832467584597763,0.5633461555752081,-0.8114017181374757,0.7978503769757667,1.2349517502471177,0.1752140378700325,-0.2066682950843949,0.9362666112353553,-0.9471391287294983,2,639,0.39870481990242645,0.10468876574083291,17,17,17.0,3,1,1,0,3,0,4,0,5,2,2,0,5,1,0,11,12,3,2,4,2,2,4,0,6,6,0,0,1,4,2,6,3,1,2,5,5,2,3,4,1,8,4
383,60.0,-0.14674412076232263,-0.07477780255475064,-0.5641975923377324,-1.0102152769131827,0.4969478810104365,-0.6390043530830807,-0.9967051321725748,-0.7876093709965161,-1.408768976336336,-0.8114017181374757,-1.012048045749441,-0.7635113006026525,-1.050310815898696,-0.2066682950843949,-0.9278762409712539,-0.9471391287294983,2,360,-0.763616314526979,-0.7054199286333475,95,73,73.0,2,1,1,3,3,0,0,0,20,2,2,0,1,1,0,12,13,3,3,4,0,1,0,4,6,6,0,4,0,0,3,6,3,5,3,1,1,0,3,4,1,8,4
384,-1.0,4.099429153965167,-0.07477780255475064,-0.5641975923377324,1.2342802210088961,0.06803771791720604,1.2443211137967611,-0.2115910926931365,1.219999320314439,0.8670479922762948,1.116060099098528,0.7978503769757667,1.2349517502471177,0.1752140378700325,-0.2066682950843949,1.5576475619708916,2.1703724087095564,2,501,0.9798653871171291,2.825431173261665,31,31,31.0,3,1,1,1,2,0,0,1,4,1,2,0,5,1,0,5,5,3,2,4,2,2,4,0,2,6,0,0,1,4,2,6,1,1,0,5,5,2,3,4,1,8,4
385,43.0,-0.7068419762583784,1.3736107115441842,-0.47617444803298875,-0.9555270617353859,1.513623823157353,0.4777414011471772,0.29407557680209495,-0.7876093709965161,-0.46456775325923944,-0.8114017181374757,0.7978503769757667,-0.7635113006026525,-1.050310815898696,-0.2066682950843949,-0.30649529023571753,0.6116166399900289,2,430,0.4148481689917237,-0.3997185345298832,19,18,19.0,3,1,1,3,3,0,4,0,0,2,2,4,2,1,0,11,12,1,2,4,2,2,4,4,2,6,0,0,1,4,2,6,5,1,0,5,5,2,3,4,1,8,4
386,58.0,-0.20354331889616123,-0.7989720596042181,-0.5641975923377324,-1.0102152769131827,0.21100777228161618,-0.9371186857801411,-1.332041976153623,0.4206310999755234,-0.6300463181284214,-0.8114017181374757,-1.012048045749441,-0.7635113006026525,2.6262637454074893,-0.2066682950843949,0.9362666112353553,-0.9471391287294983,0,0,-0.763616314526979,1.602625596847808,113,27,2024.0,3,1,1,3,3,0,2,0,7,1,2,0,0,2,0,12,12,3,3,1,2,4,4,4,6,6,0,4,1,4,3,6,3,6,1,3,3,0,3,4,1,8,1
387,72.0,-0.32002980998420305,-0.07477780255475064,0.8386712700191196,0.42762904713639266,-0.3517949814068555,-0.03094575385177499,-0.08916653060481732,-0.7876093709965161,-0.7449079102140888,1.116060099098528,-1.012048045749441,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,0.6116166399900289,1,352,1.625599350689021,-0.7054199286333475,47,47,46.0,3,1,1,3,3,0,4,0,7,2,2,0,7,3,0,7,7,1,3,4,1,4,4,0,0,6,0,0,1,4,3,6,1,5,3,5,5,2,3,1,1,8,0
388,93.0,-0.10996904671634579,0.6494164544947169,0.12348322254307738,-1.0102152769131827,2.049194185538318,0.9793305958438185,0.8529703167705086,-0.7876093709965161,-0.055738357700084194,-0.8114017181374757,0.7978503769757667,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,-0.9471391287294983,2,577,0.20498463083085885,-0.32329318600401713,24,23,24.0,3,1,1,0,3,0,1,0,5,2,2,0,2,1,0,11,12,1,2,4,2,2,4,4,6,6,0,0,1,4,2,6,3,1,2,5,5,2,3,4,1,8,4
389,96.0,0.1876972594359066,2.8219992256431192,0.9321958608429097,1.9064895325693156,-0.3699499089451933,1.4856517640753337,1.5529194434928553,0.5676413473941746,1.604887710928294,1.116060099098528,0.7978503769757667,1.2349517502471177,0.1752140378700325,-0.2066682950843949,1.5576475619708916,0.6116166399900289,3,846,0.8184318962241561,1.3427794118598633,16,15,15.0,3,1,1,3,3,0,4,0,16,2,2,0,5,1,0,11,12,4,0,4,2,0,4,0,2,6,0,0,1,4,0,6,0,3,0,5,5,2,3,4,1,6,5
390,50.0,-0.20402466803288866,-0.7989720596042181,-0.5641975923377324,-0.4610544495028061,-0.7625502169617482,-0.45682337199043266,-0.5256367084849118,0.1449868860655524,-0.27378070199830035,1.116060099098528,-1.012048045749441,-0.7635113006026525,1.4007388916387609,-0.2066682950843949,0.31488566049981886,-0.9471391287294983,1,384,-0.763616314526979,1.2816391330391705,123,73,45.0,3,1,0,3,3,0,4,0,7,2,2,0,0,1,0,7,7,3,3,4,0,4,1,4,5,1,0,0,1,4,3,6,3,5,3,5,5,2,3,2,1,8,4
